region,subregion,industry,segment,sales,quantity,discount,city
APJ,APAC,Finance,Enterprise,1.64,1,0.0,Beijing
APJ,APAC,Finance,Enterprise,1049.2,5,0.0,Beijing
APJ,APAC,Finance,Enterprise,20.9,5,0.0,Beijing
EMEA,MEA,Finance,SMB,88.08,6,0.0,Riyadh
EMEA,MEA,Finance,SMB,751.92,4,0.0,Riyadh
EMEA,UKIR,Retail,Strategic,887.103,7,0.1,London
EMEA,EU-WEST,Tech,SMB,55.944,7,0.2,Frankfurt
EMEA,EU-WEST,Tech,SMB,10.688,2,0.2,Frankfurt
EMEA,EU-WEST,Tech,SMB,11.824,2,0.2,Frankfurt
APJ,ANZ,Manufacturing,SMB,63.312,3,0.2,Melbourne
APJ,ANZ,Manufacturing,SMB,96.784,4,0.8,Melbourne
APJ,ANZ,Manufacturing,SMB,10.476,3,0.6,Melbourne
EMEA,EU-WEST,Retail,Strategic,9.762,2,0.7,Antwerp
AMER,NAMER,Finance,Strategic,196.784,2,0.2,Toronto
EMEA,UKIR,Finance,Strategic,47.98,2,0.0,London
EMEA,MEA,Manufacturing,Strategic,13.05,5,0.0,Jeddah
EMEA,EU-WEST,Finance,SMB,63.96,4,0.0,Luxembourg
EMEA,NOR,Manufacturing,SMB,80.48,1,0.0,Helsinki
EMEA,EU-WEST,Energy,SMB,11.673,3,0.7,Paris
APJ,JAPN,Finance,SMB,863.128,8,0.3,Tokyo
APJ,JAPN,Finance,SMB,3.564,3,0.8,Tokyo
APJ,JAPN,Finance,SMB,956.6648,7,0.32,Tokyo
APJ,JAPN,Finance,SMB,12.588,3,0.8,Tokyo
APJ,JAPN,Finance,SMB,171.96,5,0.2,Tokyo
AMER,NAMER,Consumer Products,SMB,871.4,4,0.0,Toronto
EMEA,MEA,Misc,Strategic,692.472,11,0.2,Cape Town
APJ,APAC,Tech,Strategic,207.76,4,0.0,Beijing
EMEA,MEA,Finance,SMB,71.928,9,0.2,Istanbul
EMEA,MEA,Finance,SMB,25.99,1,0.0,Istanbul
AMER,NAMER,Energy,Strategic,3.592,1,0.2,Toronto
APJ,JAPN,Consumer Products,Strategic,48.632,2,0.8,Aichi
AMER,NAMER,Tech,Enterprise,323.1,2,0.0,Toronto
AMER,LATAM,Retail,Strategic,9099.93,7,0.0,Buenos Aires
AMER,LATAM,Retail,Strategic,9.96,2,0.0,Buenos Aires
AMER,LATAM,Retail,Strategic,25.3,5,0.0,Buenos Aires
EMEA,UKIR,Healthcare,Enterprise,11.36,2,0.0,London
EMEA,UKIR,Healthcare,Enterprise,69.264,2,0.1,London
APJ,IND,Energy,SMB,3.69,1,0.0,Delhi
APJ,IND,Energy,SMB,1103.97,3,0.0,Delhi
APJ,JAPN,Manufacturing,Strategic,246.1328,2,0.32,Shizuoka
APJ,JAPN,Manufacturing,Strategic,11.696,2,0.2,Shizuoka
APJ,JAPN,Manufacturing,Strategic,439.992,1,0.2,Shizuoka
EMEA,MEA,Energy,Enterprise,64.784,1,0.2,Johannesburg
APJ,JAPN,Tech,Strategic,33.28,5,0.8,Tokyo
APJ,JAPN,Tech,Strategic,14.088,3,0.2,Tokyo
AMER,NAMER,Finance,Enterprise,11.16,2,0.0,New York City
AMER,NAMER,Finance,Enterprise,896.328,9,0.2,New York City
AMER,NAMER,Finance,Enterprise,189.0,1,0.0,New York City
EMEA,EU-WEST,Consumer Products,SMB,53.982,3,0.4,Paris
EMEA,EU-WEST,Energy,Strategic,177.225,5,0.5,Antwerp
AMER,NAMER,Energy,SMB,129.39,3,0.0,Arlington
AMER,NAMER,Tech,Strategic,54.32,4,0.0,New York City
EMEA,EU-WEST,Healthcare,SMB,4367.896,13,0.2,Munich
EMEA,EU-WEST,Healthcare,SMB,49.568,2,0.2,Munich
EMEA,EU-WEST,Healthcare,SMB,161.376,6,0.2,Munich
EMEA,EU-WEST,Healthcare,SMB,2.784,2,0.2,Munich
EMEA,EU-WEST,Healthcare,SMB,8.72,5,0.2,Munich
AMER,LATAM,Tech,Enterprise,3.912,1,0.2,Tijuana
APJ,JAPN,Manufacturing,SMB,59.752,7,0.2,Kyoto
AMER,NAMER,Finance,SMB,63.92,4,0.0,Toronto
AMER,NAMER,Finance,SMB,383.96,5,0.2,Toronto
AMER,NAMER,Tech,Strategic,7.752,3,0.2,New York City
AMER,NAMER,Tech,Strategic,33.568,2,0.2,New York City
AMER,NAMER,Energy,SMB,666.344,7,0.2,New York City
AMER,NAMER,Energy,SMB,573.728,4,0.2,New York City
AMER,NAMER,Energy,SMB,21.936,3,0.2,New York City
AMER,NAMER,Energy,SMB,19.44,3,0.0,New York City
AMER,NAMER,Energy,SMB,447.968,4,0.2,New York City
EMEA,UKIR,Manufacturing,Strategic,16.78,2,0.0,Newcastle
AMER,NAMER,Tech,SMB,20.96,2,0.0,New York City
AMER,NAMER,Tech,SMB,88.752,3,0.2,New York City
AMER,NAMER,Tech,SMB,304.23,3,0.0,New York City
AMER,NAMER,Healthcare,SMB,167.86,2,0.0,Los Angeles
EMEA,EU-WEST,Communications,SMB,82.38,6,0.0,Murcia
APJ,ANZ,Healthcare,SMB,23.976,3,0.2,Auckland
APJ,ANZ,Healthcare,SMB,33.29,1,0.0,Auckland
AMER,LATAM,Finance,SMB,14.952,2,0.7,Guadalajara
AMER,LATAM,Finance,SMB,323.982,3,0.4,Guadalajara
AMER,LATAM,Finance,SMB,2.286,2,0.7,Guadalajara
AMER,LATAM,Finance,SMB,14.352,3,0.2,Guadalajara
AMER,LATAM,Finance,SMB,71.976,3,0.2,Guadalajara
AMER,LATAM,Healthcare,Strategic,9.21,3,0.0,Rosario
AMER,LATAM,Healthcare,Strategic,18.0,5,0.0,Rosario
EMEA,UKIR,Manufacturing,SMB,42.93,9,0.0,London
EMEA,EU-WEST,Healthcare,SMB,15.552,3,0.2,Hanover
EMEA,EU-WEST,Healthcare,SMB,17.92,5,0.2,Hanover
AMER,NAMER,Communications,SMB,19.99,1,0.0,Toronto
AMER,NAMER,Communications,SMB,22.92,5,0.2,Toronto
EMEA,EU-WEST,Finance,SMB,50.88,6,0.2,Mannheim
EMEA,EU-WEST,Finance,SMB,27.312,2,0.2,Mannheim
AMER,LATAM,Finance,SMB,7.92,1,0.2,Antofagasta
AMER,LATAM,Finance,SMB,14.368,2,0.2,Antofagasta
AMER,NAMER,Finance,Enterprise,107.97,3,0.0,New York City
AMER,NAMER,Finance,Enterprise,113.82,3,0.0,New York City
EMEA,MEA,Finance,SMB,5.184,1,0.2,Cape Town
APJ,IND,Finance,SMB,16.28,2,0.0,Hyderabad
EMEA,EU-WEST,Consumer Products,SMB,544.38,3,0.0,Madrid
AMER,NAMER,Manufacturing,SMB,19.824,6,0.2,Los Angeles
AMER,NAMER,Manufacturing,SMB,657.504,6,0.2,Los Angeles
AMER,NAMER,Manufacturing,SMB,99.54,2,0.0,Los Angeles
AMER,NAMER,Manufacturing,SMB,199.96,4,0.0,Los Angeles
EMEA,UKIR,Consumer Products,SMB,631.782,2,0.1,Leicester
EMEA,UKIR,Consumer Products,SMB,60.72,3,0.0,Leicester
AMER,LATAM,Energy,SMB,20.724,2,0.7,Antofagasta
AMER,LATAM,Energy,SMB,415.872,8,0.2,Antofagasta
AMER,LATAM,Communications,SMB,16.768,2,0.2,Tijuana
AMER,LATAM,Communications,SMB,27.12,2,0.2,Tijuana
AMER,NAMER,Retail,SMB,95.84,4,0.2,Burlington
AMER,NAMER,Retail,SMB,12.96,2,0.0,Burlington
EMEA,NOR,Healthcare,Strategic,19.008,8,0.7,Stockholm
EMEA,MEA,Finance,SMB,1598.058,7,0.7,Johannesburg
EMEA,MEA,Finance,SMB,36.96,4,0.2,Johannesburg
APJ,ANZ,Healthcare,SMB,10.368,2,0.2,Melbourne
APJ,ANZ,Healthcare,SMB,77.72,1,0.6,Melbourne
APJ,ANZ,Healthcare,SMB,520.464,2,0.3,Melbourne
EMEA,NOR,Finance,Strategic,111.96,2,0.0,Hordaland
EMEA,EU-EAST,Healthcare,SMB,29.16,3,0.0,Prague
EMEA,MEA,Manufacturing,SMB,131.94,3,0.0,Doha
EMEA,MEA,Manufacturing,SMB,25.92,4,0.0,Doha
EMEA,MEA,Manufacturing,SMB,704.76,4,0.0,Doha
EMEA,MEA,Manufacturing,SMB,7.41,3,0.0,Doha
EMEA,MEA,Manufacturing,SMB,21.5,10,0.0,Doha
APJ,ANZ,Healthcare,SMB,10.528,4,0.2,Sydney
APJ,ANZ,Healthcare,SMB,20.544,6,0.2,Sydney
APJ,IND,Energy,Enterprise,104.9,5,0.0,Mumbai
APJ,IND,Energy,Enterprise,39.68,2,0.0,Mumbai
APJ,IND,Energy,Enterprise,51.75,5,0.0,Mumbai
APJ,IND,Finance,SMB,11.68,2,0.0,Mumbai
APJ,IND,Finance,SMB,159.75,5,0.0,Mumbai
AMER,LATAM,Tech,Strategic,103.968,6,0.2,Tijuana
AMER,NAMER,Finance,Enterprise,303.25,5,0.0,Jackson
AMER,NAMER,Finance,Enterprise,270.72,3,0.0,Jackson
AMER,NAMER,Finance,Enterprise,1487.04,5,0.2,Jackson
EMEA,UKIR,Healthcare,Enterprise,17.48,2,0.0,Dublin
EMEA,UKIR,Healthcare,Enterprise,71.88,2,0.0,Dublin
AMER,NAMER,Tech,SMB,60.45,3,0.0,Los Angeles
AMER,NAMER,Tech,SMB,253.176,3,0.2,Los Angeles
APJ,ANZ,Tech,SMB,2.88,5,0.8,Melbourne
APJ,ANZ,Tech,SMB,384.944,4,0.3,Melbourne
APJ,ANZ,Tech,SMB,153.584,2,0.2,Melbourne
APJ,ANZ,Tech,SMB,913.43,5,0.3,Melbourne
AMER,NAMER,Manufacturing,Strategic,43.92,4,0.0,Los Angeles
AMER,NAMER,Manufacturing,Strategic,25.032,3,0.2,Los Angeles
EMEA,UKIR,Communications,SMB,46.76,7,0.0,London
EMEA,UKIR,Communications,SMB,183.968,2,0.2,London
EMEA,UKIR,Communications,SMB,1259.97,3,0.0,London
EMEA,UKIR,Communications,SMB,68.97,3,0.0,London
APJ,JAPN,Retail,Strategic,70.368,2,0.2,Aichi
APJ,JAPN,Retail,Strategic,59.96,5,0.2,Aichi
AMER,LATAM,Finance,SMB,25.984,1,0.2,Toluca
AMER,LATAM,Finance,SMB,27.36,3,0.7,Toluca
AMER,NAMER,Communications,Strategic,361.376,2,0.2,Seattle
EMEA,EU-WEST,Healthcare,SMB,172.186,2,0.3,Paris
EMEA,EU-WEST,Healthcare,SMB,69.008,2,0.2,Paris
APJ,APAC,Finance,SMB,199.9,5,0.0,Shanghai
APJ,APAC,Finance,SMB,901.95,3,0.0,Shanghai
APJ,APAC,Finance,SMB,971.5,5,0.0,Shanghai
EMEA,EU-EAST,Retail,SMB,11.328,2,0.2,St Petersburg
EMEA,UKIR,Retail,SMB,21.24,3,0.0,London
EMEA,EU-WEST,Retail,SMB,34.8,3,0.2,Paris
EMEA,EU-WEST,Retail,SMB,38.976,3,0.2,Paris
APJ,IND,Communications,Strategic,9.08,2,0.0,Delhi
APJ,IND,Communications,Strategic,314.55,3,0.0,Delhi
APJ,IND,Communications,Strategic,4.91,1,0.0,Delhi
AMER,NAMER,Finance,Enterprise,5.78,2,0.0,New York City
AMER,NAMER,Finance,Enterprise,107.94,6,0.0,New York City
EMEA,UKIR,Energy,SMB,19.65,3,0.0,London
EMEA,UKIR,Energy,SMB,617.97,3,0.0,London
EMEA,UKIR,Energy,SMB,59.7,3,0.0,London
APJ,APAC,Energy,Strategic,387.99,1,0.0,Busan
AMER,NAMER,Manufacturing,SMB,575.92,2,0.2,Los Angeles
AMER,NAMER,Manufacturing,SMB,30.4,5,0.0,Los Angeles
AMER,LATAM,Retail,SMB,478.24,8,0.0,São Paulo
AMER,LATAM,Manufacturing,SMB,190.848,3,0.2,Mexico City
AMER,LATAM,Energy,SMB,5.484,4,0.7,Mexico City
APJ,ANZ,Consumer Products,SMB,40.92,5,0.2,Sydney
EMEA,EU-WEST,Healthcare,SMB,15.552,3,0.2,Munich
EMEA,NOR,Healthcare,Strategic,17.24,2,0.0,Vantaa
EMEA,NOR,Healthcare,Strategic,302.94,3,0.0,Vantaa
EMEA,NOR,Healthcare,Strategic,34.75,5,0.0,Vantaa
EMEA,NOR,Healthcare,Strategic,113.94,6,0.0,Vantaa
EMEA,NOR,Healthcare,Strategic,55.98,2,0.0,Vantaa
APJ,ANZ,Energy,Strategic,27.18,3,0.0,Auckland
APJ,APAC,Retail,SMB,1805.88,6,0.0,Singapore
AMER,LATAM,Tech,SMB,70.95,3,0.0,Buenos Aires
EMEA,UKIR,Communications,SMB,20.0,4,0.0,Dublin
EMEA,UKIR,Communications,SMB,7.98,3,0.0,Dublin
EMEA,UKIR,Communications,SMB,24.1,5,0.0,Dublin
EMEA,UKIR,Communications,SMB,8.75,1,0.0,Dublin
EMEA,UKIR,Communications,SMB,842.94,3,0.0,Dublin
APJ,ANZ,Transportation,SMB,2.182,1,0.8,Sydney
APJ,ANZ,Transportation,SMB,27.384,7,0.2,Sydney
APJ,ANZ,Transportation,SMB,26.406,3,0.8,Sydney
APJ,JAPN,Misc,SMB,10.368,2,0.2,Shizuoka
APJ,JAPN,Misc,SMB,23.68,4,0.2,Shizuoka
AMER,LATAM,Consumer Products,SMB,109.95,1,0.0,Salvador
AMER,LATAM,Consumer Products,SMB,965.85,5,0.0,Salvador
AMER,LATAM,Consumer Products,SMB,29.2,5,0.0,Salvador
AMER,LATAM,Consumer Products,SMB,32.4,5,0.0,Salvador
APJ,IND,Transportation,Enterprise,78.35,5,0.0,Delhi
APJ,IND,Transportation,Enterprise,31.68,6,0.0,Delhi
APJ,IND,Transportation,Enterprise,29.12,4,0.0,Delhi
APJ,IND,Transportation,Enterprise,169.45,5,0.0,Delhi
AMER,NAMER,Healthcare,SMB,12.56,2,0.0,New York City
AMER,NAMER,Healthcare,SMB,6.48,1,0.0,New York City
AMER,NAMER,Healthcare,SMB,186.69,3,0.0,New York City
AMER,NAMER,Transportation,SMB,25.4,5,0.0,Los Angeles
AMER,NAMER,Transportation,SMB,43.96,2,0.0,Los Angeles
AMER,NAMER,Transportation,SMB,1279.165,5,0.15,Los Angeles
AMER,NAMER,Transportation,SMB,27.92,4,0.0,Los Angeles
AMER,NAMER,Manufacturing,Enterprise,129.568,2,0.2,Los Angeles
AMER,NAMER,Manufacturing,Enterprise,6.368,2,0.2,Los Angeles
AMER,NAMER,Healthcare,SMB,244.55,5,0.0,Chicago
EMEA,EU-EAST,Manufacturing,SMB,1332.496,2,0.2,Moscow
EMEA,EU-EAST,Retail,Enterprise,32.776,1,0.2,Moscow
EMEA,EU-EAST,Retail,Enterprise,147.184,2,0.2,Moscow
EMEA,EU-EAST,Retail,Enterprise,54.384,2,0.2,Moscow
EMEA,EU-EAST,Retail,Enterprise,76.776,4,0.7,Moscow
EMEA,EU-EAST,Retail,Enterprise,14.352,3,0.2,Moscow
EMEA,EU-EAST,Retail,Enterprise,209.792,2,0.2,Moscow
APJ,APAC,Energy,Strategic,3.304,1,0.2,Taipei
EMEA,UKIR,Finance,SMB,16.38,9,0.0,London
EMEA,UKIR,Finance,SMB,167.96,2,0.0,London
EMEA,UKIR,Finance,SMB,321.568,2,0.2,London
EMEA,UKIR,Finance,SMB,12.96,2,0.0,London
EMEA,EU-WEST,Manufacturing,Strategic,128.058,3,0.3,Paris
AMER,LATAM,Manufacturing,Enterprise,63.686,1,0.3,Mexico City
AMER,LATAM,Manufacturing,Enterprise,239.976,3,0.2,Mexico City
AMER,LATAM,Manufacturing,Enterprise,344.22,2,0.4,Mexico City
AMER,LATAM,Manufacturing,Enterprise,15.552,3,0.2,Mexico City
AMER,LATAM,Manufacturing,Enterprise,21.248,4,0.2,Mexico City
AMER,LATAM,Manufacturing,Enterprise,8.448,2,0.2,Mexico City
APJ,APAC,Tech,SMB,333.09,3,0.0,Singapore
APJ,APAC,Tech,SMB,248.98,2,0.0,Singapore
EMEA,UKIR,Communications,SMB,24.9,5,0.0,London
AMER,NAMER,Finance,SMB,15.26,7,0.0,New York City
AMER,NAMER,Finance,SMB,43.32,2,0.0,New York City
AMER,NAMER,Finance,SMB,43.584,12,0.2,New York City
AMER,NAMER,Finance,SMB,116.28,3,0.0,New York City
AMER,NAMER,Finance,SMB,9.296,2,0.2,New York City
AMER,NAMER,Finance,SMB,19.44,3,0.0,New York City
AMER,NAMER,Finance,SMB,314.55,3,0.0,New York City
APJ,JAPN,Communications,Enterprise,16.27,5,0.8,Tokyo
APJ,JAPN,Communications,Enterprise,69.12,9,0.2,Tokyo
APJ,JAPN,Communications,Enterprise,4.47,3,0.8,Tokyo
AMER,NAMER,Tech,SMB,418.296,3,0.2,New York City
AMER,LATAM,Retail,SMB,659.988,2,0.4,Mexico City
AMER,LATAM,Retail,SMB,8.128,2,0.2,Mexico City
AMER,LATAM,Retail,SMB,36.288,7,0.2,Mexico City
AMER,LATAM,Retail,SMB,909.72,6,0.3,Mexico City
AMER,NAMER,Finance,SMB,917.9235,9,0.15,New York City
AMER,NAMER,Finance,SMB,38.88,6,0.0,New York City
EMEA,EU-WEST,Tech,SMB,631.176,4,0.7,Paris
AMER,NAMER,Energy,Strategic,12.96,2,0.0,Los Angeles
AMER,NAMER,Finance,Strategic,12.96,2,0.0,Indianapolis
AMER,NAMER,Finance,Strategic,23.2,5,0.2,Indianapolis
APJ,JAPN,Manufacturing,Strategic,25.92,5,0.2,Tokyo
APJ,JAPN,Manufacturing,Strategic,21.312,6,0.2,Tokyo
AMER,NAMER,Tech,Enterprise,173.656,7,0.2,New York City
AMER,NAMER,Tech,Enterprise,361.96,2,0.0,New York City
AMER,NAMER,Tech,Enterprise,62.85,3,0.0,New York City
AMER,NAMER,Tech,Enterprise,818.376,3,0.2,New York City
AMER,NAMER,Tech,Enterprise,20.34,1,0.0,New York City
AMER,NAMER,Tech,Enterprise,23.99,1,0.0,New York City
AMER,NAMER,Consumer Products,SMB,171.288,3,0.2,New York City
EMEA,EU-WEST,Retail,Strategic,37.3,2,0.0,Warsaw
EMEA,EU-WEST,Retail,Strategic,81.96,2,0.0,Warsaw
AMER,LATAM,Consumer Products,SMB,54.792,6,0.7,Santiago
APJ,JAPN,Healthcare,SMB,10.784,1,0.2,Tokyo
EMEA,EU-WEST,Healthcare,SMB,290.98,1,0.0,Barcelona
APJ,APAC,Healthcare,Enterprise,36.44,4,0.0,Singapore
AMER,NAMER,Retail,SMB,21.4,5,0.0,Toronto
AMER,NAMER,Retail,SMB,48.664,7,0.2,Toronto
AMER,NAMER,Tech,SMB,16.56,4,0.0,Los Angeles
EMEA,EU-WEST,Manufacturing,Strategic,1347.52,8,0.2,Berlin
APJ,IND,Energy,Strategic,62.31,3,0.0,Hyderabad
APJ,IND,Energy,Strategic,20.32,4,0.0,Hyderabad
EMEA,EU-EAST,Manufacturing,Strategic,9.432,3,0.2,Moscow
EMEA,UKIR,Finance,SMB,34.86,7,0.0,London
EMEA,UKIR,Finance,SMB,89.34,6,0.0,London
EMEA,UKIR,Healthcare,Enterprise,269.98,2,0.0,Manchester
EMEA,UKIR,Healthcare,Enterprise,99.9,5,0.0,Manchester
EMEA,UKIR,Healthcare,Enterprise,39.08,4,0.0,Manchester
AMER,LATAM,Manufacturing,Strategic,116.832,4,0.2,Mexico City
APJ,JAPN,Retail,SMB,2.296,2,0.8,Tokyo
EMEA,UKIR,Energy,SMB,408.006,2,0.1,London
EMEA,UKIR,Energy,SMB,40.44,3,0.0,London
AMER,NAMER,Finance,Enterprise,122.352,3,0.2,Fort Worth
AMER,NAMER,Finance,Enterprise,15.28,2,0.0,Fort Worth
AMER,NAMER,Energy,Strategic,11.96,2,0.0,New York City
AMER,NAMER,Tech,Enterprise,15.84,3,0.0,Toronto
AMER,NAMER,Tech,Enterprise,86.376,3,0.2,Toronto
AMER,NAMER,Tech,Enterprise,18.24,3,0.0,Toronto
AMER,NAMER,Tech,Enterprise,13.12,4,0.0,Toronto
EMEA,NOR,Tech,Strategic,105.98,2,0.0,Oslo
EMEA,NOR,Tech,Strategic,493.92,7,0.3,Oslo
APJ,ANZ,Tech,Strategic,5.936,7,0.8,Sydney
APJ,APAC,Communications,SMB,325.86,2,0.0,Singapore
APJ,ANZ,Energy,SMB,383.607,9,0.3,Sydney
APJ,ANZ,Energy,SMB,148.48,2,0.2,Sydney
APJ,ANZ,Energy,SMB,537.544,7,0.2,Sydney
APJ,ANZ,Energy,SMB,1.928,2,0.8,Sydney
APJ,ANZ,Energy,SMB,6.912,3,0.2,Sydney
APJ,ANZ,Energy,SMB,7.76,1,0.6,Sydney
APJ,ANZ,Energy,SMB,659.168,4,0.2,Sydney
EMEA,MEA,Finance,SMB,5.76,2,0.0,Dhahran
AMER,NAMER,Tech,Strategic,351.216,3,0.2,New York City
AMER,NAMER,Finance,SMB,230.28,3,0.2,Los Angeles
AMER,NAMER,Finance,SMB,12.84,3,0.0,Los Angeles
EMEA,EU,Tech,SMB,56.82,3,0.0,Palermo
AMER,LATAM,Retail,SMB,31.56,4,0.0,Bogotá
AMER,LATAM,Retail,SMB,27.92,4,0.0,Bogotá
AMER,LATAM,Manufacturing,SMB,8.559,1,0.7,Santiago
APJ,JAPN,Energy,Strategic,49.568,2,0.2,Shizuoka
APJ,JAPN,Consumer Products,SMB,127.869,3,0.3,Osaka
AMER,NAMER,Finance,Strategic,271.44,3,0.0,New York City
AMER,NAMER,Finance,Strategic,110.352,3,0.2,New York City
AMER,NAMER,Finance,Strategic,36.4,5,0.0,New York City
EMEA,EU-WEST,Transportation,Enterprise,419.136,4,0.2,Mannheim
AMER,LATAM,Healthcare,Strategic,100.704,6,0.2,Antofagasta
EMEA,NOR,Healthcare,SMB,45.216,3,0.2,Gothenburg
EMEA,NOR,Healthcare,SMB,28.782,6,0.7,Gothenburg
EMEA,NOR,Healthcare,SMB,24.448,4,0.2,Gothenburg
APJ,JAPN,Healthcare,SMB,10.476,6,0.8,Tokyo
AMER,NAMER,Tech,Enterprise,76.14,3,0.0,Chicago
APJ,APAC,Finance,Enterprise,21.24,3,0.0,Surabaya
APJ,APAC,Finance,Enterprise,127.96,2,0.0,Surabaya
AMER,NAMER,Energy,Enterprise,479.984,2,0.2,New York City
AMER,LATAM,Healthcare,Enterprise,657.93,7,0.0,Rio de Janeiro
AMER,LATAM,Healthcare,Enterprise,33.48,4,0.0,Rio de Janeiro
AMER,LATAM,Healthcare,Enterprise,13.9,5,0.0,Rio de Janeiro
AMER,LATAM,Healthcare,Enterprise,26.86,2,0.0,Rio de Janeiro
APJ,APAC,Manufacturing,SMB,9.584,1,0.2,Taipei
EMEA,EU-WEST,Transportation,Enterprise,113.1,3,0.0,Barcelona
EMEA,UKIR,Manufacturing,Strategic,65.78,11,0.0,London
EMEA,EU-EAST,Tech,Strategic,239.7,6,0.0,Donetsk
EMEA,EU-WEST,Retail,Enterprise,25.632,3,0.2,Paris
EMEA,EU-WEST,Consumer Products,SMB,23.616,8,0.2,Paris
AMER,NAMER,Consumer Products,Strategic,8.26,2,0.0,New York City
AMER,NAMER,Healthcare,Enterprise,76.58,7,0.0,Lancaster
AMER,NAMER,Healthcare,Enterprise,8.8,5,0.0,Lancaster
AMER,NAMER,Healthcare,Enterprise,590.352,6,0.2,Lancaster
AMER,NAMER,Healthcare,Enterprise,5.58,3,0.0,Lancaster
AMER,NAMER,Healthcare,Enterprise,25.02,3,0.0,Lancaster
AMER,NAMER,Healthcare,Enterprise,452.55,7,0.0,Lancaster
AMER,NAMER,Energy,Strategic,17.76,2,0.0,New York City
AMER,NAMER,Energy,Strategic,302.384,2,0.2,New York City
AMER,NAMER,Energy,Strategic,146.352,3,0.2,New York City
AMER,NAMER,Energy,Strategic,7.9,2,0.0,New York City
AMER,NAMER,Energy,Strategic,902.712,3,0.2,New York City
AMER,NAMER,Energy,Strategic,53.97,3,0.0,New York City
EMEA,EU-WEST,Tech,Enterprise,33.92,8,0.0,Vienna
EMEA,EU,Healthcare,Enterprise,21.81,3,0.0,Milan
EMEA,EU,Healthcare,Enterprise,91.6,5,0.0,Milan
APJ,APAC,Energy,Enterprise,150.98,1,0.0,Beijing
APJ,APAC,Energy,Enterprise,137.25,9,0.0,Beijing
APJ,APAC,Energy,Enterprise,11.52,4,0.0,Beijing
EMEA,NOR,Tech,Enterprise,18.272,1,0.2,Stockholm
EMEA,NOR,Tech,Enterprise,153.728,4,0.2,Stockholm
EMEA,NOR,Tech,Enterprise,12.224,2,0.2,Stockholm
EMEA,NOR,Tech,Enterprise,167.944,7,0.2,Stockholm
EMEA,UKIR,Manufacturing,SMB,45.99,1,0.0,Liverpool
EMEA,UKIR,Manufacturing,SMB,535.41,3,0.0,Liverpool
EMEA,UKIR,Manufacturing,SMB,6.096,2,0.2,Liverpool
EMEA,UKIR,Manufacturing,SMB,45.36,7,0.0,Liverpool
AMER,NAMER,Tech,SMB,47.12,8,0.0,Richmond
EMEA,EU-EAST,Manufacturing,Strategic,31.36,4,0.0,Kharkiv
EMEA,EU-WEST,Finance,SMB,47.616,3,0.2,Berlin
EMEA,EU-WEST,Finance,SMB,23.48,5,0.2,Berlin
APJ,JAPN,Manufacturing,Enterprise,62.79,3,0.8,Tokyo
APJ,JAPN,Manufacturing,Enterprise,28.44,9,0.2,Tokyo
APJ,JAPN,Finance,Strategic,134.376,3,0.2,Tokyo
APJ,APAC,Manufacturing,Enterprise,589.9,2,0.0,Busan
APJ,APAC,Manufacturing,Enterprise,542.94,3,0.0,Busan
AMER,NAMER,Healthcare,Enterprise,2879.952,6,0.2,New York City
AMER,NAMER,Healthcare,Enterprise,90.48,3,0.2,New York City
APJ,APAC,Healthcare,Strategic,77.55,5,0.0,Manila
EMEA,MEA,Energy,SMB,8.832,3,0.2,Johannesburg
EMEA,MEA,Energy,SMB,177.536,4,0.2,Johannesburg
EMEA,MEA,Energy,SMB,258.48,2,0.2,Johannesburg
EMEA,MEA,Energy,SMB,14.136,3,0.2,Johannesburg
EMEA,UKIR,Finance,Strategic,77.55,5,0.0,London
EMEA,UKIR,Finance,Strategic,24.88,2,0.0,London
EMEA,UKIR,Finance,Strategic,140.75,5,0.0,London
EMEA,UKIR,Finance,Strategic,36.63,3,0.0,London
AMER,LATAM,Finance,SMB,17.14,2,0.0,São Paulo
AMER,NAMER,Finance,SMB,51.75,5,0.0,Los Angeles
AMER,NAMER,Finance,SMB,123.96,3,0.0,Los Angeles
AMER,NAMER,Finance,Strategic,586.398,6,0.15,Los Angeles
AMER,NAMER,Finance,Strategic,80.98,1,0.0,Los Angeles
AMER,NAMER,Tech,Strategic,242.94,3,0.0,Los Angeles
AMER,NAMER,Communications,SMB,123.92,4,0.0,New York City
AMER,NAMER,Communications,SMB,12.39,3,0.0,New York City
AMER,NAMER,Communications,SMB,47.3,2,0.0,New York City
EMEA,EU-WEST,Manufacturing,SMB,1599.92,8,0.0,Granada
EMEA,EU-WEST,Manufacturing,SMB,11.09,1,0.0,Granada
EMEA,EU-EAST,Finance,SMB,3.168,4,0.7,Nizhny Novogorod
EMEA,EU-EAST,Finance,SMB,579.136,4,0.2,Nizhny Novogorod
AMER,NAMER,Communications,SMB,6.368,2,0.2,Toronto
AMER,NAMER,Communications,SMB,558.4,2,0.2,Toronto
EMEA,UKIR,Consumer Products,Enterprise,145.764,2,0.1,London
EMEA,EU-WEST,Manufacturing,Strategic,13.62,3,0.0,Murcia
EMEA,UKIR,Retail,Enterprise,434.646,3,0.1,London
AMER,NAMER,Retail,Strategic,440.19,9,0.0,Toronto
AMER,NAMER,Retail,Strategic,64.4,5,0.0,Toronto
AMER,NAMER,Manufacturing,Enterprise,244.55,5,0.0,Los Angeles
AMER,NAMER,Manufacturing,Enterprise,195.76,4,0.0,Los Angeles
AMER,LATAM,Manufacturing,Enterprise,11.76,2,0.0,Córdoba
